Customer ID,Name,Surname,Gender,Age,Region,Job Classification,Date Joined,Balance,Credit Rating,Employed,Marriage Status
200003697,Adrian,Alsop,Male,52,Charlotte,Blue Collar,13.Dec.15,19297.55,796,Yes,Single
100000227,Connor,Gill,Male,29,Cary, ,15.Apr.15,106172.13,596,No,Widowed
100001418,Adam,MacDonald,Male,41,Cary,White Collar,28.Jul.15,14899.94,673,No,Single
200003907,Evan,Welch,Male,56,Charlotte, ,23.Dec.15,76278.37,277,Yes,Married
100001759,Colin,Edmunds,Male,38,Cary,White Collar,24.Aug.15,49172.92,567,Yes,Consensual union
100002303,Lauren,Marshall,Female,45,Cary,Blue Collar,26.Sep.15,22420.34,353,No,Widowed
100003254,David,Poole,Male,38,Cary,White Collar,18.Nov.15,2638.71,722,No,Widowed
200003696,Ian,Hamilton,Male,48,Charlotte, ,13.Dec.15,46551.52,492,N/A,Married or married but separated
200001150,Amy,Graham,Female,60,Charlotte,Blue Collar,10.Jul.15,5916.94,669,Yes,Single
400002152,Jane,Baker,Female,27,Raleigh, ,19.Sep.15,18601.06,201,Yes,Single
100003172,Joe,Henderson,Male,43,Cary,Blue Collar,14.Nov.15,4808.93,253,Yes,Married
100000190,Vanessa,Avery,Female,25,Cary, ,08.Apr.15,58714.66,515,Yes,Widowed
100003232,Anne,Parr,Female,29,Cary,White Collar,17.Nov.15,71423.01,594,Yes,Married
200003795,Richard,Mills,Male,48,Charlotte,Blue Collar,17.Dec.15,2840.77,343,N/A,Single
200003904,Dorothy,Davidson,Female,57,Charlotte, ,23.Dec.15,38534.15,634,Yes,Married
300000888,Pippa,Gray,Female,26,Durham,White Collar,15.Jun.15,54186.89,809,N/A,Divorced
300001513,Liam,Johnston,Male,44,Durham,Blue Collar,04.Aug.15,53325.85,549,Yes,Consensual union
200001912,Diana,Lyman,Female,49,Charlotte, ,04.Sep.15,31505.8,433,Yes,Single
200000662,Trevor,Skinner,Male,48,Charlotte,Blue Collar,24.May.15,29501.46,638,No,Single
100000995,Felicity,Anderson,Female,29,Cary, ,26.Jun.15,81080.08,674,No,Divorced
400001140,Richard,Kelly,Male,31,Raleigh,White Collar,09.Jul.15,9482.02,398,N/A,Divorced
100001617,Tracey,Bailey,Female,36,Cary,White Collar,14.Aug.15,57272.58,208,N/A,Married
200002160,Zoe,Lawrence,Female,51,Charlotte, ,20.Sep.15,50115.25,160,N/A,Single
300000767,Chloe,Bond,Female,34,Durham,White Collar,31.May.15,106555.59,530,No,Divorced
400001000,Lisa,Thomson,Female,29,Raleigh, ,26.Jun.15,4406.82,751,Yes,Divorced
200002146,Neil,Vance,Male,45,Charlotte,Blue Collar,19.Sep.15,55276.13,308,Yes,Divorced
200002411,Angela,Paterson,Female,56,Charlotte, ,01.Oct.15,10029.71,254,No,Widowed
200001402,Stewart,Roberts,Male,48,Charlotte,Blue Collar,27.Jul.15,1208.06,842,Yes,Single
100002233,Elizabeth,Cameron,Female,31,Cary,Blue Collar,24.Sep.15,63449.29,534,Yes,Widowed
100002861,Jason,Anderson,Male,39,Cary,White Collar,28.Oct.15,46065.96,292,No,Divorced
100003637,Fiona,Manning,Female,31,Cary,White Collar,10.Dec.15,92983.44,180,Yes,Divorced
100003963,Alexandra,Rutherford,Female,40,Cary,White Collar,27.Dec.15,62802.4,764,N/A,Widowed
200002470,Adam,Bell,Male,61,Charlotte, ,05.Oct.15,35341.04,499,Yes,Single
200002922,Rebecca,Johnston,Female,59,Charlotte, ,30.Oct.15,54003.42,812,N/A,Married
100003594,Joshua,Dyer,Male,42,Cary,White Collar,07.Dec.15,71219.4,365,N/A,Consensual union
100003783,Christopher,Rampling,Male,32,Cary,White Collar,17.Dec.15,36780.87,571,N/A,Divorced
100000085,Pippa,Buckland,Female,38,Cary,White Collar,16.Mar.15,63642.19,431,Yes,Divorced
100001300,Thomas,Morrison,Male,35,Cary, ,22.Jul.15,71961.78,392,Yes,Divorced
300002746,Jane,Scott,Female,40,Durham,White Collar,22.Oct.15,24726.17,541,Yes,Single
100003218,Max,Lee,Male,24,Cary,White Collar,17.Nov.15,16721.96,811,No,Widowed
100003914,Christian,Marshall,Male,37,Cary,White Collar,24.Dec.15,74633.01,549,No,Single
100001644,Wendy,Vaughan,Female,41,Cary, ,17.Aug.15,19269.63,222,N/A,Widowed
300002127,Tracey,MacLeod,Female,38,Durham, ,18.Sep.15,28968.33,747,N/A,Married
200002264,Leonard,Mills,Male,45,Charlotte, ,24.Sep.15,10508.74,270,No,Divorced
100002992,Olivia,Ogden,Female,18,Cary,White Collar,03.Nov.15,31719.69,260,Yes,Consensual union
200003180,John,Payne,Male,49,Charlotte, ,14.Nov.15,6881.74,216,N/A,Married
100000152,Justin,Metcalfe,Male,32,Cary,White Collar,05.Apr.15,51576.88,338,No,Divorced or Separated
100000178,Dan,Piper,Male,33,Cary,Blue Collar,06.Apr.15,60748.04,575,Yes,Married
200000534,Sebastian,Thomson,Male,62,Charlotte,Blue Collar,17.May.15,6273.93,506,N/A,Married
100000789,Brian,Thomson,Male,22,Cary,White Collar,03.Jun.15,3932.55,499,N/A,Single
100003197,Penelope,Howard,Female,31,Cary,White Collar,15.Nov.15,42662.04,641,No,Single
100000206,Wanda,Short,Female,36,Cary,White Collar,12.Apr.15,109026.81,375,No,Single
100002173,Jane,Turner,Female,28,Cary,White Collar,21.Sep.15,88090.32,631,Yes,Single
100000240,John,Baker,Male,32,Cary,White Collar,17.Apr.15,50658.95,357,N/A,Widowed
200000619,Alexander,Abraham,Male,49,Charlotte,Blue Collar,21.May.15,32144.44,703,Yes,Single
300001353,Maria,Short,Female,34,Durham,White Collar,23.Jul.15,15478.24,495,N/A,Married
100001969,Sebastian,Lyman,Male,35,Cary,White Collar,09.Sep.15,33838.37,202,Yes,Married
100002111,Deirdre,Lee,Female,37,Cary,White Collar,18.Sep.15,4909.99,655,No,Married
200003998,Victor,Miller,Male,44,Charlotte, ,29.Dec.15,25358.91,160,No,Divorced
100001054,Nicholas,Churchill,Male,43,Cary,White Collar,02.Jul.15,35417.02,740,Yes,Married
100001173,Ava,Rampling,Female,32,Cary,White Collar,12.Jul.15,70324.5,553,N/A,Widowed
100001544,Wanda,Hill,Female,25,Cary,White Collar,08.Aug.15,45618.61,826,No,Divorced or Separated
100001548,Maria,Kelly,Female,35,Cary,Blue Collar,08.Aug.15,87960.01,586,N/A,Divorced or Separated
300001641,Jonathan,Langdon,Male,28,Durham,White Collar,16.Aug.15,77211.46,218,N/A,Married
300003073,Neil,Harris,Male,31,Durham,White Collar,08.Nov.15,35448.77,505,Yes,Single
200000008,Lisa,Knox,Female,48,Charlotte, ,11.Jan.15,36680.17,694,No,Consensual union
100002591,Lauren,Tucker,Female,30,Cary,Blue Collar,13.Oct.15,27944.23,686,No,Married
100001647,Sean,Ince,Male,24,Cary,Blue Collar,17.Aug.15,19278.39,776,N/A,Separated
300000524,Brandon,Clark,Male,31,Durham,White Collar,16.May.15,145995.97,290,No,Single
100001133,Anthony,Glover,Male,22,Cary,White Collar,09.Jul.15,14282.81,591,No,Married
300003356,Jonathan,Parr,Male,42,Durham,White Collar,25.Nov.15,44017.46,335,No,Divorced
100000241,Oliver,Powell,Male,43,Cary,White Collar,17.Apr.15,14946.79,380,Yes,Divorced
100000401,Leonard,Paterson,Male,41,Cary,White Collar,07.May.15,51459.45,608,No,Single
300001793,Owen,Tucker,Male,35,Durham,White Collar,26.Aug.15,20739.01,385,No,Widowed
100002423,Brandon,Vaughan,Male,33,Cary,White Collar,02.Oct.15,48286.35,377,No,Single
300002520,Amanda,Bell,Female,44,Durham,White Collar,08.Oct.15,94722.42,201,N/A,Single
100002867,Natalie,Glover,Female,30,Cary, ,28.Oct.15,47404.84,732,No,Single
100003287,Heather,Burgess,Female,32,Cary,White Collar,21.Nov.15,74633.22,277,No,Single
100000219,Alexander,Ince,Male,25,Cary,White Collar,14.Apr.15,31660.86,664,N/A,Married
100002098,James,Slater,Male,28,Cary,White Collar,17.Sep.15,65994.32,549,Yes,Single
200001868,Alexandra,Alsop,Female,48,Charlotte, ,31.Aug.15,39884.78,513,No,Married
100000153,Elizabeth,Oliver,Female,36,Cary,White Collar,05.Apr.15,57019.91,567,N/A,Consensual union
200000538,Robert,Burgess,Male,44,Charlotte,Blue Collar,17.May.15,61035.44,411,Yes,Married
400000758,Julia,McDonald,Female,26,Raleigh,White Collar,30.May.15,9406.12,762,No,Widowed
100000783,Christopher,Davies,Male,48,Cary,White Collar,02.Jun.15,9344.48,514,N/A,Single
400001393,Wanda,Peake,Female,21,Raleigh,Blue Collar,26.Jul.15,11236.25,655,Yes,Divorced
100002676,Sebastian,MacDonald,Male,29,Cary,White Collar,18.Oct.15,21908.77,757,N/A,Single
100003108,David,Metcalfe,Male,27,Cary,White Collar,11.Nov.15,146892.37,622,N/A,Married
100003505,Brandon,Butler,Male,31,Cary,White Collar,03.Dec.15,919.95,570,Yes,Divorced
100001515,Frank,Blake,Male,36,Cary, ,05.Aug.15,46324.39,610,N/A,Separated
100001636,Steven,Sharp,Male,23,Cary, ,15.Aug.15,5257.22,817,Yes,Single
100002663,Charles,Watson,Male,46,Cary,White Collar,17.Oct.15,94033.87,237,No,Married
100002996,Fiona,Morgan,Female,44,Cary,Blue Collar,03.Nov.15,4837.23,510,No,Widowed
200000102,Emma,Piper,Female,44,Charlotte,White Collar,16.Mar.15,18829.79,447,N/A,Widowed
200001452,Jonathan,Lawrence,Male,47,Charlotte,Blue Collar,30.Jul.15,48667.64,242,N/A,Consensual union
200001991,Bernadette,Alsop,Female,45,Charlotte,White Collar,10.Sep.15,42756.92,471,No,Consensual union
200002249,Ruth,Knox,Female,52,Charlotte, ,24.Sep.15,65019.95,399,No,Married or married but separated
100003169,Dorothy,Vance,Female,35,Cary,Blue Collar,14.Nov.15,3673.79,463,Yes,Single
100000215,Alan,Murray,Male,39,Cary,Blue Collar,13.Apr.15,34338.84,722,No,Separated
400001522,Jack,Lewis,Male,35,Raleigh, ,05.Aug.15,33042.13,696,Yes,Single
200001612,Brian,Alsop,Male,61,Charlotte, ,13.Aug.15,4926.12,717,Yes,Divorced or Separated
100001784,Oliver,Russell,Male,28,Cary,White Collar,26.Aug.15,82862.73,784,No,Married
200001827,Luke,Harris,Male,47,Charlotte,Blue Collar,28.Aug.15,83071.96,601,N/A,Separated
200002208,Nicholas,Graham,Male,56,Charlotte,Blue Collar,23.Sep.15,10642.44,547,N/A,Widowed
100002931,Joan,Newman,Female,31,Cary,White Collar,31.Oct.15,40138.75,839,N/A,Single
200001974,Sarah,Hardacre,Female,56,Charlotte, ,09.Sep.15,14418.78,316,N/A,Single
100003375,Michelle,Ball,Female,28,Cary,White Collar,27.Nov.15,28802.1,489,N/A,Married
200003606,Gordon,Walsh,Male,60,Charlotte, ,07.Dec.15,64373.74,615,N/A,Consensual union
100000196,Jennifer,Slater,Female,32,Cary,White Collar,10.Apr.15,87203.66,609,Yes,Married
100000197,Blake,Ross,Male,38,Cary,Blue Collar,11.Apr.15,3141.6,700,No,Single
100000287,Peter,Lyman,Male,41,Cary,White Collar,21.Apr.15,64731.46,160,No,Single
200003583,Richard,Bond,Male,48,Charlotte, ,06.Dec.15,65535.05,645,Yes,Divorced
200000486,Leonard,Churchill,Male,53,Charlotte,Blue Collar,13.May.15,19641.85,625,N/A,Widowed
200001331,Maria,Robertson,Female,56,Charlotte, ,22.Jul.15,6197.21,784,No,Separated
100002647,Joshua,Hemmings,Male,39,Cary,White Collar,16.Oct.15,30238.1,515,Yes,Single
100003483,Molly,Campbell,Female,42,Cary,White Collar,02.Dec.15,24501,827,N/A,Married
100000545,Julia,Ellison,Female,36,Cary,Blue Collar,18.May.15,88072.23,439,No,Married
100000771,Joe,Short,Male,44,Cary,White Collar,01.Jun.15,15861,163,N/A,Divorced or Separated
100001505,Christopher,Berry,Male,36,Cary,White Collar,04.Aug.15,19076.5,427,No,Single
100001887,Liam,Glover,Male,40,Cary,White Collar,02.Sep.15,107130.48,509,N/A,Separated
100002342,Hannah,Russell,Female,30,Cary,Blue Collar,28.Sep.15,13717.09,674,No,Single
200002564,Leah,North,Female,54,Charlotte, ,11.Oct.15,40691.52,620,No,Divorced
100003019,Boris,Butler,Male,42,Cary,White Collar,05.Nov.15,19996.17,393,Yes,Single
200000715,Sebastian,Mackenzie,Male,56,Charlotte,Blue Collar,28.May.15,20747.04,570,Yes,Divorced
100001265,Lillian,Sharp,Female,40,Cary,Blue Collar,19.Jul.15,31439.06,305,No,Widowed
100002452,Rebecca,Gill,Female,25,Cary,Blue Collar,04.Oct.15,5490.74,420,Yes,Divorced
100002644,Carolyn,Wright,Female,36,Cary,White Collar,16.Oct.15,52050.39,606,Yes,Married
100001132,Matt,Newman,Male,33,Cary,White Collar,09.Jul.15,76301.47,431,Yes,Divorced
300001576,Gavin,Ross,Male,41,Durham,White Collar,10.Aug.15,52335.99,755,Yes,Widowed
200001625,Sam,Fisher,Male,51,Charlotte, ,14.Aug.15,1753.34,572,No,Divorced
200002712,Sean,Rutherford,Male,55,Charlotte,Blue Collar,20.Oct.15,6727.7,759,N/A,Married
100003251,Evan,Walker,Male,34,Cary,White Collar,18.Nov.15,12238.08,476,No,Divorced
100003520,Irene,Burgess,Female,28,Cary,Blue Collar,03.Dec.15,31878.71,328,Yes,Separated
300003778,Lillian,Russell,Female,45,Durham, ,16.Dec.15,86475.8,612,Yes,Widowed
100003828,Emily,Churchill,Female,42,Cary, ,20.Dec.15,61434.51,487,N/A,Widowed
400000540,Fiona,Baker,Female,31,Raleigh, ,17.May.15,121133.06,406,N/A,Widowed
400000955,Joseph,Greene,Male,41,Raleigh,White Collar,20.Jun.15,53685.06,760,Yes,Divorced
300002178,Julia,Glover,Female,55,Durham,White Collar,21.Sep.15,19547.39,765,N/A,Single
300003909,Matt,Clarkson,Male,37,Durham,White Collar,23.Dec.15,37483.99,661,N/A,Single
300000598,Blake,MacDonald,Male,39,Durham,Blue Collar,19.May.15,51333.22,471,Yes,Married
100000883,Sarah,Skinner,Female,42,Cary,White Collar,15.Jun.15,38638.28,194,Yes,Widowed
100001017,Ella,Hill,Female,33,Cary,White Collar,28.Jun.15,88647.1,723,N/A,Married
200001181,Katherine,Stewart,Female,46,Charlotte,Blue Collar,12.Jul.15,16995.99,796,No,Widowed
200001214,Carolyn,McDonald,Female,58,Charlotte, ,14.Jul.15,69027.62,620,No,Single
100002645,Anne,Bell,Female,39,Cary,White Collar,16.Oct.15,73238.04,691,No,Single
100002968,Zoe,Anderson,Female,33,Cary,White Collar,01.Nov.15,36017.49,427,Yes,Widowed
100000094,Lisa,Davies,Female,38,Cary, ,16.Mar.15,44034.26,612,Yes,Widowed
100000369,Joan,Quinn,Female,38,Cary,White Collar,05.May.15,40010.06,734,N/A,Single
200001613,Sean,Parsons,Male,55,Charlotte,Blue Collar,13.Aug.15,15817.09,460,No,Married
100002785,Jason,Murray,Male,26,Cary,Blue Collar,25.Oct.15,24900.05,537,Yes,Single
100003631,Elizabeth,Tucker,Female,43,Cary,White Collar,10.Dec.15,55352.18,420,Yes,Single
100000209,Christian,Sharp,Male,39,Cary,Blue Collar,12.Apr.15,23322.33,359,No,Married
100001309,Colin,Hamilton,Male,35,Cary,White Collar,22.Jul.15,125015.82,709,Yes,Widowed
200002709,Trevor,Ball,Male,53,Charlotte, ,20.Oct.15,49863.23,477,N/A,Single
100000231,Audrey,McGrath,Female,45,Cary,White Collar,15.Apr.15,39249.25,279,N/A,Single
100001238,Adam,Wilson,Male,34,Cary, ,16.Jul.15,44155.19,517,No,Single
100003738,David,Brew,Male,24,Cary,White Collar,15.Dec.15,65072.93,157,N/A,Widowed
200001598,Peter,Manning,Male,51,Charlotte,Blue Collar,12.Aug.15,36707.21,521,No,Married
100003163,Theresa,Mathis,Female,23,Cary,White Collar,14.Nov.15,23220.99,588,Yes,Divorced
100000382,Anthony,Chapman,Male,45,Cary, ,06.May.15,53204.35,187,Yes,Widowed
200000424,Keith,Ogden,Male,53,Charlotte,Blue Collar,09.May.15,67540.82,538,Yes,Widowed
100002986,Dorothy,Rutherford,Female,18,Cary, ,02.Nov.15,9281.39,639,Yes,Consensual union
300000735,John,Anderson,Male,28,Durham, ,29.May.15,18064.46,839,N/A,Divorced
100001025,Emma,Arnold,Female,40,Cary,White Collar,29.Jun.15,55409.56,757,No,Married
100002458,Wanda,Wallace,Female,38,Cary,White Collar,04.Oct.15,67842.28,477,Yes,Single
300002669,Julian,Cornish,Male,18,Durham,White Collar,17.Oct.15,49678.06,249,No,Married
100000605,Jasmine,Wilkins,Female,45,Cary,White Collar,20.May.15,74637.96,601,No,Divorced
100002110,Thomas,Newman,Male,33,Cary, ,18.Sep.15,920.87,317,Yes,Divorced
100003498,Nicola,King,Female,36,Cary,White Collar,03.Dec.15,625.07,299,N/A,Widowed
300000032,Warren,Edmunds,Male,30,Durham,White Collar,28.Jan.15,14094.01,844,No,Married
100000087,Jack,White,Male,41,Cary, ,16.Mar.15,4846.57,391,N/A,Married
100000235,Jessica,James,Female,40,Cary,White Collar,16.Apr.15,47518.92,567,Yes,Single
200000350,Isaac,Kelly,Male,61,Charlotte,Blue Collar,02.May.15,31920.69,603,No,Widowed
300001744,Megan,Peake,Female,19,Durham,White Collar,23.Aug.15,15278.22,839,Yes,Single
100003234,Rachel,Ince,Female,43,Cary,Blue Collar,17.Nov.15,23540.79,821,N/A,Widowed
300003742,Neil,Marshall,Male,22,Durham,White Collar,15.Dec.15,40668.9,336,Yes,Widowed
200003857,Joshua,Morrison,Male,50,Charlotte,Blue Collar,21.Dec.15,37788.14,203,No,Single
100001056,Keith,McDonald,Male,36,Cary,White Collar,02.Jul.15,53344.6,183,N/A,Single
100001194,Alan,Kerr,Male,18,Cary,White Collar,13.Jul.15,56473.51,706,N/A,Divorced
100001213,Michael,Russell,Male,33,Cary, ,14.Jul.15,15660.89,700,Yes,Married or married but separated
100001373,Joshua,Abraham,Male,24,Cary,White Collar,25.Jul.15,17127.23,405,No,Widowed
200001437,Ruth,Kelly,Female,48,Charlotte, ,29.Jul.15,7764.14,380,N/A,Consensual union
100001865,Ella,Stewart,Female,36,Cary,White Collar,31.Aug.15,61324.68,363,No,Widowed
400002015,Yvonne,Mills,Female,55,Raleigh, ,11.Sep.15,55111.01,772,No,Widowed
100002053,Brandon,Springer,Male,38,Cary,White Collar,14.Sep.15,98022.86,834,Yes,Widowed
200003118,Isaac,Newman,Male,58,Charlotte,Blue Collar,11.Nov.15,76328.95,612,Yes,Widowed
100003511,Yvonne,Grant,Female,40,Cary,White Collar,03.Dec.15,47276.63,550,Yes,Divorced
200003626,Isaac,Hamilton,Male,52,Charlotte, ,09.Dec.15,13622.87,400,No,Married
100000858,Simon,Baker,Male,45,Cary,Blue Collar,13.Jun.15,12326.19,607,N/A,Married
200001869,Sam,Skinner,Male,59,Charlotte, ,31.Aug.15,50189.26,472,N/A,Separated
300002045,Olivia,Kelly,Female,37,Durham,White Collar,13.Sep.15,16581.56,651,No,Widowed
100003116,Nathan,Morgan,Male,35,Cary, ,11.Nov.15,25257.22,266,No,Married
200003424,Abigail,Blake,Female,50,Charlotte,White Collar,28.Nov.15,39460.72,198,Yes,Widowed
100003517,William,Sutherland,Male,33,Cary,White Collar,03.Dec.15,9165.84,549,Yes,Divorced
100000330,Wendy,Turner,Female,31,Cary,White Collar,28.Apr.15,19933.38,413,N/A,Widowed
100001145,Evan,Hill,Male,32,Cary,Blue Collar,10.Jul.15,91674.56,346,No,Married or in consensual union
200001624,Isaac,Walsh,Male,51,Charlotte, ,14.Aug.15,879.78,613,Yes,Widowed
100000061,Kylie,Howard,Female,35,Cary,White Collar,12.Feb.15,4586.23,576,Yes,Separated
400001035,Amelia,Jones,Female,27,Raleigh,Blue Collar,29.Jun.15,48456.97,353,N/A,Widowed
400000376,Megan,Forsyth,Female,28,Raleigh, ,05.May.15,44349.72,436,Yes,Married
200000483,Anthony,Gill,Male,47,Charlotte, ,13.May.15,18970.24,476,N/A,Married
300002905,Jennifer,Chapman,Female,43,Durham,White Collar,29.Oct.15,19488.81,777,Yes,Divorced
100003421,David,Clarkson,Male,25,Cary, ,28.Nov.15,81820.9,847,Yes,Divorced
200003529,Sue,Underwood,Female,32,Charlotte, ,03.Dec.15,37920.84,426,Yes,Married
100001918,Edward,Kelly,Male,32,Cary,White Collar,05.Sep.15,19407.16,688,Yes,Single
100003934,Anna,Piper,Female,33,Cary,White Collar,25.Dec.15,30045.02,488,Yes,Married
100000456,Amanda,Ball,Female,51,Cary,White Collar,12.May.15,28034.11,784,N/A,Widowed
200000629,Benjamin,McDonald,Male,48,Charlotte, ,22.May.15,8114.82,408,No,Divorced
100002035,Kevin,Rees,Male,29,Cary,White Collar,13.Sep.15,12258.48,262,Yes,Married
100002324,Anthony,Rutherford,Male,37,Cary, ,27.Sep.15,6031.79,572,No,Divorced
100002482,Yvonne,Poole,Female,20,Cary,White Collar,06.Oct.15,74880.21,599,Yes,Single
200002973,John,Scott,Male,48,Charlotte,Blue Collar,01.Nov.15,11240.91,546,N/A,Single
100000722,Katherine,Paterson,Female,36,Cary,White Collar,29.May.15,51542.67,287,No,Widowed
100002404,Sean,Duncan,Male,43,Cary,White Collar,01.Oct.15,31840.24,511,Yes,Married
400000600,Nicola,Graham,Female,24,Raleigh, ,19.May.15,33611.35,507,N/A,Widowed
300001913,Andrea,Wright,Female,33,Durham,White Collar,04.Sep.15,22274.84,419,No,Widowed
100002195,Ava,Mackay,Female,26,Cary,White Collar,23.Sep.15,59155.94,519,No,Widowed
100002372,Faith,Berry,Female,26,Cary,White Collar,29.Sep.15,13836.11,554,No,Single
100002932,Lisa,Morgan,Female,32,Cary, ,31.Oct.15,699.42,266,Yes,Widowed
100000239,Natalie,Welch,Female,35,Cary,White Collar,17.Apr.15,11880.47,203,No,Single
300000268,James,Oliver,Male,28,Durham,Blue Collar,17.Apr.15,67180.28,776,Yes,Widowed
100001484,Eric,Poole,Male,41,Cary,White Collar,02.Aug.15,79036.3,849,No,Separated
200002010,Connor,North,Male,50,Charlotte, ,11.Sep.15,172085.48,183,N/A,Single
100002219,Victoria,Underwood,Female,37,Cary,Blue Collar,24.Sep.15,54692.79,459,No,Divorced
100002232,Sonia,Roberts,Female,33,Cary, ,24.Sep.15,36709.9,697,N/A,Single
200003940,Jason,Wilson,Male,59,Charlotte,Blue Collar,25.Dec.15,17674.35,370,Yes,Married
300000394,Julia,Scott,Female,42,Durham,Blue Collar,06.May.15,41572.1,183,Yes,Widowed
100000563,Joanne,Mackenzie,Female,52,Cary,Blue Collar,19.May.15,76378.23,533,No,Single
400000829,Lillian,Hemmings,Female,29,Raleigh, ,07.Jun.15,57983.8,312,Yes,Consensual union
200003604,Rebecca,Mathis,Female,46,Charlotte, ,07.Dec.15,43705.96,382,Yes,Widowed
100003993,Joe,Terry,Male,29,Cary,White Collar,29.Dec.15,30158.03,233,N/A,Widowed
100000220,Maria,Simpson,Female,38,Cary, ,14.Apr.15,33509.17,641,Yes,Separated
100001220,Julian,Gray,Male,45,Cary,White Collar,15.Jul.15,27591.72,376,No,Divorced
100002368,Gavin,Morgan,Male,37,Cary,White Collar,29.Sep.15,91665.23,346,Yes,Widowed
100002871,Sally,Terry,Female,35,Cary,Blue Collar,28.Oct.15,90913.77,604,N/A,Single
100000724,Una,Blake,Female,41,Cary,White Collar,29.May.15,3786.28,480,Yes,Married
200001622,Alan,Pullman,Male,51,Charlotte, ,14.Aug.15,11139.78,189,No,Married or in consensual union
400001815,Madeleine,Payne,Female,35,Raleigh,Blue Collar,27.Aug.15,17947.14,826,N/A,Separated
100002475,Diane,Newman,Female,25,Cary,White Collar,06.Oct.15,29770.55,822,N/A,Widowed
100000233,Stewart,Pullman,Male,42,Cary,White Collar,16.Apr.15,63869.71,252,No,Divorced
300000530,Chloe,Hill,Female,36,Durham,White Collar,16.May.15,73513.79,169,No,Married
100000846,Felicity,Butler,Female,46,Cary,Blue Collar,11.Jun.15,20515.25,522,N/A,Married
100000934,Heather,Abraham,Female,35,Cary,White Collar,20.Jun.15,14360.43,545,Yes,Single
100001191,Oliver,Burgess,Male,23,Cary,White Collar,13.Jul.15,85965.79,365,N/A,Married or married but separated
100001494,Amelia,Glover,Female,31,Cary,White Collar,03.Aug.15,84543.25,292,N/A,Separated
200002632,Joseph,Johnston,Male,41,Charlotte,Blue Collar,15.Oct.15,25407.37,844,Yes,Widowed
300003465,Wanda,Tucker,Female,42,Durham,White Collar,30.Nov.15,17189.69,587,N/A,Married
100000520,Joan,Clarkson,Female,42,Cary,White Collar,16.May.15,29385.08,319,Yes,Married
300001216,Emily,Knox,Female,29,Durham,White Collar,14.Jul.15,99271.98,176,Yes,Divorced
100001269,Caroline,Lyman,Female,26,Cary,White Collar,19.Jul.15,25355.23,288,N/A,Widowed
200003003,Lucas,Terry,Male,54,Charlotte,Blue Collar,03.Nov.15,68965.07,757,N/A,Divorced
100001237,Matt,Springer,Male,39,Cary,Blue Collar,16.Jul.15,91246.45,540,Yes,Married or married but separated
100001982,Simon,Sharp,Male,26,Cary,Blue Collar,10.Sep.15,15031.01,623,No,Married
100002363,Heather,Sutherland,Female,30,Cary,White Collar,29.Sep.15,78128.45,238,No,Widowed
100003601,Gavin,May,Male,33,Cary,White Collar,07.Dec.15,73297.04,302,Yes,Married
100003820,Hans,Dickens,Male,39,Cary,White Collar,19.Dec.15,11024.75,194,Yes,Widowed
200003530,Dylan,Clark,Male,27,Charlotte,Blue Collar,03.Dec.15,73359.1,647,No,Single
200000066,Piers,Burgess,Male,43,Charlotte,Blue Collar,12.Feb.15,20076.8,594,N/A,Consensual union
100002077,David,Harris,Male,25,Cary,White Collar,16.Sep.15,2126.9,485,Yes,Widowed
200000110,Tim,Jones,Male,63,Charlotte,Blue Collar,16.Mar.15,26474.23,689,No,Widowed
200000362,Joshua,Underwood,Male,52,Charlotte,White Collar,04.May.15,107185.54,548,No,Widowed
200001044,Stephen,Mathis,Male,52,Charlotte, ,30.Jun.15,4793.55,658,N/A,Married
100001534,Anthony,Buckland,Male,37,Cary,Blue Collar,07.Aug.15,54533.59,718,Yes,Single
100001724,Eric,Piper,Male,36,Cary,Blue Collar,23.Aug.15,3691.67,760,No,Single
200002207,William,Forsyth,Male,54,Charlotte,Blue Collar,23.Sep.15,76439.52,371,No,Single
100003782,Stephanie,Forsyth,Female,32,Cary,White Collar,17.Dec.15,51475.16,727,No,Widowed
100001096,Rebecca,Bell,Female,35,Cary,Blue Collar,06.Jul.15,6083.13,846,Yes,Never married
200001905,Joan,Slater,Female,59,Charlotte, ,03.Sep.15,99970.31,350,N/A,Separated
200002294,William,Morrison,Male,41,Charlotte,Blue Collar,25.Sep.15,93395.64,786,No,Single
100003628,Jack,Walsh,Male,33,Cary,White Collar,10.Dec.15,20091.28,651,Yes,Widowed
200003996,Christopher,Clarkson,Male,55,Charlotte,Blue Collar,29.Dec.15,39834.95,499,N/A,Single
200001351,Adrian,Knox,Male,45,Charlotte,Blue Collar,23.Jul.15,39198.79,812,Yes,Divorced
100002087,Matt,Hemmings,Male,28,Cary,White Collar,16.Sep.15,53357.54,506,No,Married
200003801,Jasmine,Davies,Female,54,Charlotte, ,18.Dec.15,61439.56,415,N/A,Single
100000129,Peter,Pullman,Male,47,Cary,White Collar,01.Apr.15,15093.04,324,N/A,Divorced
200002442,Blake,Forsyth,Male,52,Charlotte,Blue Collar,03.Oct.15,40011.42,814,N/A,Single
100002764,Matt,MacLeod,Male,44,Cary,Blue Collar,24.Oct.15,60462.33,292,Yes,Widowed
200000588,Sean,Dyer,Male,46,Charlotte,Blue Collar,19.May.15,26094.73,223,N/A,Married
400002151,Adam,Skinner,Male,37,Raleigh,White Collar,19.Sep.15,117089.6,574,N/A,Married
